id,ranks,clusters_0,clusters_1,clusters_2
3.10E+01,-2.11E+00,0.00E+00,2.00E+00,2.00E+00
3.20E+01,-1.18E+00,0.00E+00,2.00E+00,2.00E+00
3.30E+01,-1.48E+00,0.00E+00,2.00E+00,2.00E+00
3.40E+01,-1.95E+00,0.00E+00,2.00E+00,2.00E+00
3.50E+01,3.51E-01,1.00E+00,0.00E+00,0.00E+00
3.60E+01,-1.70E-01,1.00E+00,0.00E+00,0.00E+00
3.70E+01,-1.72E-01,1.00E+00,0.00E+00,0.00E+00
3.80E+01,1.45E-01,1.00E+00,0.00E+00,0.00E+00
3.90E+01,-6.28E-01,1.00E+00,0.00E+00,0.00E+00
4.00E+01,-2.53E-01,1.00E+00,0.00E+00,0.00E+00
4.10E+01,5.33E-01,1.00E+00,0.00E+00,0.00E+00
4.20E+01,-3.39E-01,1.00E+00,0.00E+00,0.00E+00
4.30E+01,-1.01E-01,1.00E+00,0.00E+00,0.00E+00
4.40E+01,-9.57E-03,1.00E+00,0.00E+00,0.00E+00
4.50E+01,-1.15E-01,1.00E+00,0.00E+00,0.00E+00
4.60E+01,1.02E+00,1.00E+00,1.00E+00,0.00E+00
4.70E+01,8.42E-02,1.00E+00,0.00E+00,0.00E+00
4.80E+01,6.75E-01,1.00E+00,0.00E+00,0.00E+00
4.90E+01,2.13E-01,1.00E+00,0.00E+00,0.00E+00
5.00E+01,-7.25E-01,1.00E+00,0.00E+00,0.00E+00
5.10E+01,2.53E-01,1.00E+00,0.00E+00,0.00E+00
5.20E+01,8.52E-01,1.00E+00,0.00E+00,0.00E+00
5.30E+01,-7.74E-01,1.00E+00,0.00E+00,0.00E+00
5.40E+01,-6.66E-01,1.00E+00,0.00E+00,0.00E+00
5.50E+01,-2.48E-01,1.00E+00,0.00E+00,0.00E+00
5.60E+01,-8.77E-02,1.00E+00,0.00E+00,0.00E+00
5.70E+01,-1.28E-01,1.00E+00,0.00E+00,0.00E+00
5.80E+01,2.88E-03,1.00E+00,0.00E+00,0.00E+00
5.90E+01,1.44E-01,1.00E+00,0.00E+00,0.00E+00
6.00E+01,4.35E-01,1.00E+00,0.00E+00,0.00E+00
6.10E+01,-2.35E-01,1.00E+00,0.00E+00,0.00E+00
6.20E+01,5.40E-02,1.00E+00,0.00E+00,0.00E+00
6.30E+01,-8.35E-01,1.00E+00,0.00E+00,0.00E+00
6.40E+01,-2.21E-01,1.00E+00,0.00E+00,0.00E+00
6.50E+01,2.85E-01,1.00E+00,0.00E+00,0.00E+00
6.60E+01,-3.22E-01,1.00E+00,0.00E+00,0.00E+00
6.70E+01,-3.58E-02,1.00E+00,0.00E+00,0.00E+00
6.80E+01,-6.24E-01,1.00E+00,0.00E+00,0.00E+00
6.90E+01,2.01E+00,2.00E+00,1.00E+00,1.00E+00
7.00E+01,1.45E+00,2.00E+00,1.00E+00,1.00E+00
7.10E+01,1.46E+00,2.00E+00,1.00E+00,1.00E+00
7.20E+01,1.55E+00,2.00E+00,1.00E+00,1.00E+00
7.30E+01,2.17E+00,2.00E+00,1.00E+00,1.00E+00
7.40E+01,1.80E+00,2.00E+00,1.00E+00,1.00E+00
7.50E+01,1.35E+00,2.00E+00,1.00E+00,1.00E+00
7.60E+01,1.48E+00,2.00E+00,1.00E+00,1.00E+00
7.70E+01,2.43E+00,2.00E+00,1.00E+00,1.00E+00
7.80E+01,1.79E+00,2.00E+00,1.00E+00,1.00E+00
7.90E+01,8.05E-01,2.00E+00,0.00E+00,1.00E+00
8.00E+01,2.25E+00,2.00E+00,1.00E+00,1.00E+00
8.10E+01,2.82E+00,2.00E+00,1.00E+00,1.00E+00
8.20E+01,1.97E+00,2.00E+00,1.00E+00,1.00E+00
8.30E+01,1.90E+00,2.00E+00,1.00E+00,1.00E+00
8.40E+01,9.75E-01,2.00E+00,1.00E+00,1.00E+00
8.50E+01,1.49E+00,2.00E+00,1.00E+00,1.00E+00
8.60E+01,2.96E+00,2.00E+00,1.00E+00,1.00E+00
8.70E+01,1.11E+00,2.00E+00,1.00E+00,1.00E+00
8.80E+01,7.07E-01,2.00E+00,0.00E+00,0.00E+00
8.90E+01,2.54E+00,2.00E+00,1.00E+00,1.00E+00
9.00E+01,1.15E+00,2.00E+00,1.00E+00,1.00E+00
9.10E+01,1.47E+00,2.00E+00,1.00E+00,1.00E+00
9.20E+01,2.40E+00,2.00E+00,1.00E+00,1.00E+00
9.30E+01,1.11E+00,2.00E+00,1.00E+00,1.00E+00
9.40E+01,1.90E+00,2.00E+00,1.00E+00,1.00E+00
9.50E+01,1.64E+00,2.00E+00,1.00E+00,1.00E+00
9.60E+01,1.76E+00,2.00E+00,1.00E+00,1.00E+00
9.70E+01,2.18E+00,2.00E+00,1.00E+00,1.00E+00
9.80E+01,2.01E+00,2.00E+00,1.00E+00,1.00E+00
9.90E+01,6.83E-01,2.00E+00,0.00E+00,0.00E+00
1.00E+02,2.96E+00,2.00E+00,1.00E+00,1.00E+00
1.01E+02,1.60E+00,2.00E+00,1.00E+00,1.00E+00
1.02E+02,2.34E+00,2.00E+00,1.00E+00,1.00E+00
